Date,Open,High,Low,Close,Adj Close,Volume
2019-02-04,55.950500,57.117001,55.875500,57.070999,57.070999,78408000
2019-02-05,56.481499,57.638500,56.180000,57.593498,57.593498,82296000
2019-02-06,57.463501,57.700001,55.917999,56.144501,56.144501,48256000
2019-02-07,55.591000,55.599499,54.679501,55.295502,55.295502,38298000
2019-02-08,54.743999,55.255001,54.712002,55.118999,55.118999,21766000
2019-02-11,55.187500,55.671501,55.000000,55.105999,55.105999,18498000
2019-02-12,55.550499,56.643002,55.550499,56.379002,56.379002,35036000
2019-02-13,56.652000,57.142502,56.299999,56.431499,56.431499,28042000
2019-02-14,56.250000,56.806499,55.854500,56.459999,56.459999,21106000
2019-02-15,56.965000,56.965000,55.835999,55.981499,55.981499,27826000
2019-02-19,55.832001,56.481998,55.832001,56.325500,56.325500,21980000
2019-02-20,56.444000,56.546501,55.587502,56.029499,56.029499,24090000
2019-02-21,55.938999,55.957500,54.898998,55.210499,55.210499,33272000
2019-02-22,55.485001,55.862499,55.025002,55.827999,55.827999,29436000
2019-02-25,56.096500,56.270000,55.705502,55.866501,55.866501,26208000
2019-02-26,55.718498,56.321999,55.334999,56.100498,56.100498,35026000
2019-02-27,55.700500,56.286499,55.428001,56.144501,56.144501,22092000
2019-02-28,55.950001,56.699501,55.920502,56.327499,56.327499,27422000
2019-03-01,56.549999,57.500000,56.549999,57.425999,57.425999,34086000
2019-03-04,57.728001,58.276001,56.912498,57.671001,57.671001,35490000
2019-03-05,57.799999,58.824501,57.651001,58.459499,58.459499,40094000
2019-03-06,58.588001,58.737000,58.152500,58.247002,58.247002,23602000
2019-03-07,58.025002,58.179001,57.085499,57.542500,57.542500,30086000
2019-03-08,56.695000,57.672501,56.509998,57.498501,57.498501,23694000
2019-03-11,57.599998,58.995499,57.578499,58.963001,58.963001,30032000
2019-03-12,59.115002,60.285500,59.115002,59.862499,59.862499,42220000
2019-03-13,60.296501,60.355999,59.895500,59.952999,59.952999,25888000
2019-03-14,59.951000,60.235001,59.561501,59.626499,59.626499,27302000
2019-03-15,59.900002,60.085999,59.350498,59.514999,59.514999,51886000
2019-03-18,59.484501,59.747501,59.074001,59.427502,59.427502,24442000
2019-03-19,59.585999,60.170502,59.473000,60.123001,60.123001,29788000
